Ssp,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,bio4,bio5,bio15,bio16,bio17,bioalt,lon,lat
cinereus,-0.701568312,0.040017433,-0.005555909,0.180338362,0.608967633,0.525244381,-0.118141262,-1.016157177,-0.401433546,1.370410014,0.143393594,0.235380256,-0.245780963,-0.287636588,-0.457909407,-0.726756731,506.5098824,36.40000153,65.93065019,271,60,227,-98.836301,24.266949
cinereus,0.266450277,-2.132306742,0.646779059,1.829837756,0.014915796,0.042257664,0.841320199,-0.97922057,-0.352706077,0.573504225,0.251069216,0.663202507,-0.211096499,-0.969713653,-0.142361944,0.382491919,504.4010893,34.40000153,58.61474995,298,82,12,-97.56404212,25.83997981
cinereus,1.291903217,0.400631618,0.201114151,0.039753604,0.854084236,1.255283428,-0.378708329,-1.559686913,0.684609073,0.016148237,-0.505904903,-0.214132001,0.221224148,0.058707138,0.306555741,-0.21940528,192.5290208,24.20000076,80.06203282,640,88,2029,-98.3791667,20.4316667
cinereus,2.886347174,-1.15509837,0.146772265,0.636673784,-0.324377578,0.961030477,-1.002569706,-0.828509741,0.090719638,1.434198785,-0.191207351,0.860440721,0.011642458,0.324980249,0.106866966,-0.115525701,483.4526965,33.09999847,50.03313958,532,171,39,-81.54361,28.62444
cinereus,1.532713284,-0.990631763,-0.072151013,-0.250499521,-1.026646587,0.204037282,-1.184137921,-1.424267466,-0.043935885,1.55136585,-0.146165585,-0.001238095,-0.13438127,0.365797604,0.374079088,0.329406696,626.211561,33.90000153,29.26769528,567,297,15,-85.9019606,30.27420366
cinereus,3.118792118,0.872970931,-0.633488847,0.834658506,1.060879666,-0.950481728,0.551616726,-0.173044446,0.03159657,-0.997256699,-0.739924054,1.203152082,0.621774827,0.163508456,0.228847474,-0.264043978,629.6937419,33.90000153,25.16065102,470,256,83,-84.19106303,30.70361884
cinereus,1.809776473,0.944909682,-0.490204652,0.84069463,-0.330155319,1.078425897,-0.248949093,-0.151592214,-0.533676747,0.091312751,0.918450149,0.781847388,0.080026856,0.697093855,-0.260593875,0.250612159,649.0879392,33.70000076,35.68625117,474,215,2,-81.03138475,32.07293897
cinereus,2.675078517,-0.897464604,0.366818542,0.087668175,-0.468733923,-0.661580712,2.000597093,0.165624969,-0.6126608,-0.189767101,0.10852626,-0.258594078,-0.114753741,-0.55677222,0.321817232,0.242509252,1010.708566,28,25.3799878,303,156,220,-86.616667,41.05
cinereus,3.370463699,-1.317916006,0.281074292,-0.429678646,0.840411117,-0.778944589,-0.213175914,-0.370956085,-0.244377976,0.128592019,1.007028713,0.016980771,-0.078624485,-0.058315648,0.028856423,0.003629116,1003.284275,28.60000038,24.81450771,302,167,215,-86.916667,40.3
cinereus,4.041855867,-0.020982871,-0.548607698,-0.903439339,-0.83227019,0.63767027,-0.268935707,0.398217765,-0.767532846,0.369181035,0.234169453,0.115588624,0.788766403,0.274255372,0.19697762,-0.268718469,1008.171441,28.70000076,25.89485173,296,159,165,-86.9,40.4166667
cinereus,1.762404629,-1.062323651,-0.141610621,-0.830312114,-0.420404198,-1.836244488,-0.143162796,-0.540078905,-0.245248295,0.068800967,0.082609332,-0.432347236,-0.181169973,0.291429569,-0.085365651,0.457606999,1015.682608,32.09999847,44.33673752,373,103,253,-95.20112106,38.97160622
cinereus,1.082063137,-0.295822068,-0.132992892,-0.301056462,-0.590893891,0.207688709,-1.026453902,-0.826477779,0.859158383,1.306100329,0.621370222,-0.358099399,0.337760872,-0.399456736,0.815221458,-0.394953153,826.785474,30.89999962,12.41047003,357,275,350,-83.71667,36.60833
cinereus,4.201627147,0.404007011,-0.322621542,-0.910993666,-1.09554519,1.079291262,0.303309149,0.272923211,-0.029051552,-0.206367775,-0.699298333,-0.693318331,-0.272039246,0.845335835,-0.348751461,-0.012442381,1094.93464,21.20000076,22.33522013,338,188,484,-70.215303,45.937001
cinereus,1.995844233,0.985962554,-0.116421194,0.69977445,-0.336542602,0.311211985,0.862277492,-0.207171098,-0.027393451,0.994327063,-0.420335783,-0.270720656,0.067290084,-0.368248897,0.184043692,0.032036221,870.6592563,30.20000076,11.57316653,304,237,87,-76.93482616,38.85822381
cinereus,5.148378975,1.258145716,-0.854159917,-0.287873395,0.420848201,-1.137544243,-0.794417507,0.639384948,0.534702598,0.293579522,0.050368103,0.090663672,-0.1838861,0.596840716,0.385770615,0.056923071,883.3094581,30,12.28725275,296,220,149,-77.2588621,39.17939592
cinereus,1.862299636,0.145465048,0.073400565,-0.749400364,-1.148580652,0.765070789,0.619822568,-0.626889593,-0.391417514,-0.695439342,-0.152311966,-0.761870547,-0.068911137,0.145596448,0.272486913,0.284380106,921.6298067,26.39999962,9.738565086,355,289,357,-74.00675,41.312753
cinereus,3.091359636,-0.029542096,-0.516886892,-0.591681781,-1.660180793,1.087893765,0.112948574,0.038094929,0.777201877,0.141774765,-0.13344438,0.176983743,-0.304814146,-0.15902256,0.090752059,0.261675519,951.2204082,28.29999924,13.47378787,322,231,57,-73.93154225,41.67268705
cinereus,3.33380299,0.656970383,-0.718555342,1.146578538,0.073886635,-0.667889683,0.54549269,0.667197076,-1.435867799,0.018607241,0.419923915,0.567288764,0.683891699,-1.038995314,0.38928776,0.0193506,951.2204082,28.29999924,13.47378787,322,231,57,-73.93154225,41.67268705
cinereus,4.105870272,-0.594442567,-0.041308757,0.546913414,0.190192544,0.715172668,-0.86069814,0.610525233,-1.36254081,0.226703719,0.164624001,-0.050513595,-0.060138038,-0.271158022,-0.479984941,0.264354478,917.1716259,23.10000038,20.61854782,328,201,732,-78.179243,41.881002
cinereus,2.148649958,1.335412196,-0.860572729,-0.301254161,-1.077755585,0.253245013,-0.545553261,0.286610653,-1.163406412,0.086101523,-0.175432095,-0.247242372,-0.168271948,-0.82618947,-0.02856627,-0.380494977,917.1716259,23.10000038,20.61854782,328,201,732,-78.179243,41.881002
cinereus,-3.32E-05,0.420326141,0.209803534,-1.56993194,1.922531238,-1.398618028,-0.843176003,-0.644199757,0.3996548,0.02406232,-0.76248248,-0.559357512,-0.536702521,0.450451562,-0.158372541,-0.443746258,874.5947125,30.39999962,11.07257589,293,230,86,-77.10764167,38.88697127
cinereus,2.403445088,0.946338579,-0.056919806,0.718891392,0.286885827,1.033169385,0.250709881,0.61881585,0.232979823,0.712322157,0.47997047,-0.299679303,0.119801376,0.541729557,-0.32224676,-0.420879127,782.4533852,32.09999847,17.33894586,382,264,20,-76.52394198,36.62017972
cinereus,-0.738849925,0.098184226,0.055943763,-0.097719905,0.74588579,-0.440525596,0.873869907,0.337864779,0.846021334,0.331332305,-0.198635148,0.117822748,1.191269715,0.291560162,0.212696195,0.400794345,879.8915202,30.70000076,11.50576474,290,226,24,-77.11535585,38.93031819
cinereus,2.602506152,1.010006512,-0.369979618,-0.526157591,0.257702248,0.865207558,-0.580801613,-0.080859393,-0.128690815,0.522867946,0.026471532,-0.411541187,0.237198822,0.54574265,-0.219802946,-0.358306755,879.8915202,30.70000076,11.50576474,290,226,24,-77.11535585,38.93031819
cinereus,3.158602168,-2.002324785,-0.161600186,0.396731811,-0.817648177,0.106595301,-0.044967724,0.204552712,-0.084558665,-1.501856364,0.035053563,0.222817803,-0.495259434,-0.253035638,0.01421887,-0.375624087,959.68853,23.5,75.68923126,214,32,1047,-114.0833333,51.05
cinereus,3.868126257,-1.214904284,-0.239028422,-0.883882078,-0.354101803,-0.498774547,0.042459685,-0.720190626,-0.028259754,-0.372450185,-0.309709361,0.304361064,-0.089263054,-0.326372949,-0.478426378,0.074818108,864.0983166,22.5,20.32760935,152,91,706,-119.3166667,50.28333333
cinereus,4.03179647,-0.695923485,-0.380803,0.387174594,-0.681734278,0.008536813,0.380691552,-0.523854792,-0.486006187,-0.309864619,-0.768577513,0.775524171,-0.128872139,-0.264140481,-0.114998781,-0.012962772,864.0983166,22.5,20.32760935,152,91,706,-119.3166667,50.28333333
cinereus,1.350217089,0.060993972,-0.306858595,0.041985084,-0.415378236,-0.191505469,1.072654999,1.238681026,0.641926944,-0.236971778,0.260805533,-0.150599981,0.689922355,0.416016195,0.035467664,-0.529667695,1104.456802,19.39999962,29.83646066,273,122,283,-87.92098,48.77121
cinereus,3.395111969,-1.25243551,0.010348056,0.15193328,-0.697880842,-0.188513741,0.221104716,-0.146352135,1.573942115,-0.537759749,0.029607282,0.751937633,-0.237181131,0.778015626,0.028096942,-0.334505835,961.6986012,24.89999962,16.23208186,238,156,119,-79.3833333,43.6666667
cinereus,4.076936468,-0.772223593,-0.54810509,1.33204017,-0.898270205,-0.207975352,0.275757503,0.113594841,-1.158497079,0.109470684,0.763443882,0.930709031,-0.382658714,0.583869758,-0.032411023,0.022130697,961.6986012,24.89999962,16.23208186,238,156,119,-79.3833333,43.6666667
cinereus,3.51429516,-0.334502666,-0.46913312,-0.153697022,-0.886949443,-0.452657792,-0.016152727,-0.513676491,-0.152601596,0.320831231,-0.063556308,-0.048046462,0.640115899,-0.290072545,0.175121538,-0.047109997,1175.392509,22.5,36.48322459,257,100,213,-89.25924,48.42974
cinereus,-0.225636876,-1.068537515,0.228999123,0.334340107,-0.842986823,0.046096302,-0.012231851,0.97178086,1.216780739,-0.29564589,-0.012126914,0.253264596,-0.773231938,-0.3519139,-0.283954409,0.092730405,1058.405378,23,15.78579517,304,201,216,-79.37077,44.67398
cinereus,4.996622219,-1.252719191,-0.057159267,0.776502995,0.114976058,-0.65269079,0.367910297,0.234032919,-1.012217856,0.04252692,0.713701624,0.444707441,-0.634859558,-0.151027472,-0.250445108,0.342408416,993.7665527,25,16.83209086,245,158,181,-79.4333333,43.7
cinereus,2.68526393,-2.696089091,0.560325401,0.68039905,-0.842222678,-0.900308122,0.969718021,-0.989239983,1.140493896,0.136421247,1.867490116,-0.206450454,-0.615360415,0.648902133,1.135811675,-0.409587892,1314.950963,21.39999962,60.01328919,211,49,513,-105.8833333,53.5666667
cinereus,1.046111078,3.213378295,-1.086886111,0.605205916,0.163920268,-3.471781512,0.213214349,0.638641332,-0.137305111,0.631743026,0.446938603,-0.149905971,0.267040997,-0.123637107,-0.16065454,-0.116757816,716.6952516,34.29999924,21.36668422,426,267,48,-86.64425013,32.42969734
cinereus,-0.01716737,-0.33836022,0.168265834,0.464098697,-0.01794955,0.285383168,0.468056146,0.082283267,-0.042923673,-0.09664617,-0.013399111,-0.041086507,-0.324792078,0.059524089,-0.182620649,0.07891692,710.4974519,35,48.22926547,162,35,1171,-112.568,34.3102
cinereus,-0.489327845,-0.204675115,0.245208724,1.381997206,-0.476982124,0.126436359,0.274929921,-0.085526783,-0.177045859,-0.00118392,0.116057948,0.216385679,-0.544107783,0.004186791,-0.730082574,-0.089986051,670.2830337,30.29999924,72.38318446,246,36,1671,-109.2060203,31.883903
cinereus,1.321518357,0.224857282,0.044629671,-0.124500194,-0.549369242,0.801459602,0.928249893,-0.678401869,0.57104078,0.012993783,-0.562534503,0.412347404,0.316328701,-0.084920685,0.833501383,0.591956596,670.2830337,30.29999924,72.38318446,246,36,1671,-109.2060203,31.883903
cinereus,3.002763752,0.946100835,-0.75326803,-0.49540448,0.433537588,1.168937646,-1.051602838,0.297073451,-1.340418227,-0.674444159,-0.052177753,-0.761318034,-0.277418401,0.006316823,0.140915228,-0.028876944,668.3029253,30,72.11237014,249,36,1754,-109.181275,31.88435417
cinereus,1.392021177,-0.407903105,-0.105483763,0.165008451,-0.177606068,0.191513886,1.337590334,-0.116881468,0.242290019,-1.166761726,-0.543240629,-0.052851806,0.357868067,-0.132575126,-0.269216344,-0.603382897,701.1111202,33,72.33076568,209,29,1462,-109.15,31.91666667
cinereus,1.316117729,1.001212478,-0.698091238,-0.236158217,-0.496871732,-0.622787764,0.209210151,0.306594293,-0.875980003,-0.128784674,0.055593633,0.362121431,0.036351138,0.105519892,0.036834979,0.143720981,689.539808,32.29999924,73.03581462,222,30,1594,-109.15,31.9
cinereus,1.399487805,-0.356153046,-0.185906567,-0.876219871,-0.328062982,-0.180336476,0.338922406,-0.021087824,0.142383797,-0.423014951,0.159460366,-0.703309905,0.568744552,-0.454696004,-0.070213325,0.156341821,383.3116796,25.20000076,93.24372622,434,10,164,-122.3028711,37.93558061
cinereus,2.17216686,-1.564968804,0.313450223,0.126522347,0.647600334,-0.532162992,-0.133368464,-0.669497497,-0.089875265,-1.106425684,-0.078342746,-0.514869827,-0.122068249,-0.292236217,0.138402003,0.018569742,513.5194902,29,91.78460245,255,6,44,-122.0049942,37.97650292
cinereus,3.190502018,-0.671248235,-0.107061414,-1.356763845,0.028971598,-0.220952425,0.44679056,0.401631521,-0.200361577,0.290272228,0.241210133,-0.417673419,-0.156299311,0.291653576,-0.188416929,-0.189645365,382.1953688,24.70000076,92.44061438,421,10,217,-122.2659733,37.91381773
cinereus,2.320623045,-0.456898936,-0.008809506,-2.224284861,0.884389546,-0.160290778,0.320192197,-0.32054264,-0.432418627,-0.41618197,0.690352157,0.113622475,-0.06501966,0.291406156,-0.137246613,0.138462427,361.9274502,25.5,94.00730683,392,8,2,-122.3246394,37.91586013
cinereus,1.052683311,-0.30107967,-0.266481695,-1.098215346,-0.50310548,-0.138408871,-0.048277344,0.857805884,0.515610044,0.234408959,0.079858447,0.144317295,0.052019021,0.145580556,-0.469437387,0.169364339,499.6407876,28.60000038,91.46810767,259,6,15,-122.051741,37.95019544
cinereus,3.569256938,-0.464622936,-0.510956407,-1.177480985,0.383394073,-1.05473923,-0.084577664,1.385946667,-0.71995259,-0.254204766,0.318075301,-0.690394279,-0.33101579,-0.227484608,0.173896828,-0.32663317,538.8474822,28.79999924,90.10176755,206,6,24,-121.8600653,38.00029073
cinereus,0.533450392,1.290930367,-0.88799408,0.243107962,-1.432241942,-0.308825111,-0.414183782,-0.287235515,0.1197085,0.172207599,0.107490786,0.443960503,0.262682284,0.298605868,0.106616434,-0.223265911,795.1514874,36.20000076,64.68740303,158,30,1031,-103.4154284,32.33769031
cinereus,0.432513349,0.492563538,0.055454157,-0.813658279,-0.070812721,-0.371761204,0.637253971,0.895379218,-0.01335058,0.680354627,0.236707425,-0.05111415,-0.062009183,-0.435865898,-0.201935371,0.647230963,730.0003929,32.79999924,60.02729812,191,38,1667,-108.9166667,33.5
cinereus,0.667099458,0.245910242,-1.005603375,-1.029583856,-1.360459632,0.337935094,0.064770242,-0.255505704,-0.135421248,-0.540612978,-0.388304178,0.531968695,0.364891147,0.167498156,-0.162789392,0.030442285,730.0003929,32.79999924,60.02729812,191,38,1667,-108.9166667,33.5
cinereus,0.005294402,-0.754632802,-0.195784326,0.545764119,-0.923665667,-0.537217472,-0.464753766,-0.045493005,0.923772125,0.423167638,0.452262216,0.970077477,0.053200476,0.02477128,-0.653142514,-0.172278776,730.0003929,32.79999924,60.02729812,191,38,1667,-108.9166667,33.5
cinereus,1.41560616,-0.209305833,-0.48087587,-0.538531807,-0.970121292,0.022470439,-0.263761312,-0.185503341,0.625362528,-0.568471494,0.096799638,0.084920534,-0.117631481,-0.281907953,0.417564643,0.007126849,684.1246086,33.79999924,76.95363342,196,26,1376,-109.0333333,31.36666667
cinereus,4.204739362,-1.338789572,0.899197766,0.112061416,2.015657829,0.203446067,0.2938291,0.360438897,0.978740761,-0.438564983,-0.027708938,-0.325273712,0.931702926,-0.383394691,-0.536323098,0.404017819,587.0385099,31.60000038,69.7351898,201,34,1435,-103.2585862,29.22704666
cinereus,3.625531554,-1.223530759,0.098041588,-0.730311545,0.47204976,0.548573033,0.246326467,-0.504331732,0.191580897,-0.606333089,-0.425423213,0.284593338,0.105071879,0.070141761,0.161592293,0.326165041,587.0385099,31.60000038,69.7351898,201,34,1435,-103.2585862,29.22704666
cinereus,0.101254712,0.53444596,-0.072927626,-3.171121192,0.147565622,-0.515667996,0.376156388,1.121907977,0.75748139,0.444813661,0.871854759,-0.954481956,-0.633679994,-0.132223353,-0.066116557,0.508873631,878.1005728,24.5,20.27943321,153,88,1941,-111.8561383,41.45364401
semotus,-4.823815739,-2.331640767,0.789724463,0.306124878,-0.566016715,-0.16216946,0.323865068,0.283646744,0.637126626,1.494777741,-0.0630323,0.020907023,0.119467972,-1.012968261,0.15711335,-0.100368054,127.2159403,27.39999962,56.32848883,677,267,322,-155.574148,20.115735
semotus,-1.380128571,-0.874690013,0.044329698,-0.769174601,0.506646479,0.584718533,-0.990356955,0.582401163,-0.301504796,0.668888373,-0.319677913,0.705815238,0.505573059,0.095192483,0.509984458,0.297228055,126.7244756,25,49.08463033,639,241,843,-155.65886,20.02559
semotus,-1.688304778,-0.776402417,0.395775359,-0.104561014,1.475453838,-0.350988744,-0.181378479,0.38313719,-1.01904557,0.584798681,-0.221335053,0.567843023,0.44951366,-0.452329016,0.065775943,-0.196560139,127.0349583,27.60000038,29.73546818,621,404,25,-155.6032654,20.09997956
semotus,-2.678871663,-1.341890527,0.550849076,-0.461286666,1.365752641,-0.797807428,0.539968555,0.049193393,-0.514412805,0.038599625,-0.482879078,0.407177712,0.320581712,0.532551027,0.27625583,-0.106822394,112.9527854,29.29999924,34.40447283,374,223,49,-155.9054318,19.42191492
semotus,-1.776719621,-2.532104592,0.360315338,-0.683115044,0.010039167,-1.23667209,-0.126558422,0.34326249,-0.541641438,0.066852746,0.449107988,-0.357423025,-0.469301346,0.124814702,-0.378331013,-0.306721762,125.7432619,28.60000038,43.79938083,730,251,27,-155.598459,20.10797416
